title;description;deadline;completed;duration;importance;hatelevel
Displaced spiral fracture of shaft of right tibia, initial encounter for closed fracture;Striking against or struck by other objects, subsequent encounter;;True;83974;1;0
Other private fixed-wing aircraft explosion injuring occupant;Superficial injury of neck;;False;64950;1;2
Displaced unspecified fracture of left great toe, initial encounter for open fracture;Cor pulmonale (chronic);;True;22859;1;3
Pedal cycle passenger injured in collision with other motor vehicles in nontraffic accident, subsequent encounter;Tuberculous chorioretinitis;;False;40790;3;1
Toxic effect of contact with Portugese Man-o-war, undetermined, initial encounter;Injury of other nerves at wrist and hand level of unspecified arm, sequela;2024-04-01T00:00:00.0000000+02:00;False;82318;2;4
Other complications following infusion, transfusion and therapeutic injection;Intentional collision of motor vehicle with tree, initial encounter;;False;83466;4;3
Puncture wound with foreign body of left hand;Other juvenile arthritis, left shoulder;;False;48241;4;1
Displaced fracture of head of right radius, initial encounter for closed fracture;Assault by letter bomb, sequela;2024-07-06T00:00:00.0000000+02:00;True;52813;2;1
Traumatic arthropathy, other specified site;Non-ABO incompatibility reaction due to transfusion of blood or blood products, unspecified;;True;30632;3;0
Calcium deposit in bursa, left elbow;Other disorders of conjunctiva;2024-07-02T00:00:00.0000000+02:00;True;39080;0;3
Anterior cord syndrome at T11-T12 level of thoracic spinal cord;(Induced) termination of pregnancy with other complications;;False;81703;0;3
Open bite of abdominal wall with penetration into peritoneal cavity;Child sexual abuse, suspected;;True;8896;2;3
Other fracture of lower end of right ulna, initial encounter for closed fracture;Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;2024-09-06T00:00:00.0000000+02:00;False;85536;1;0
Unspecified occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter;Double outlet left ventricle;2024-04-05T00:00:00.0000000+02:00;True;47871;1;2
Other specified injuries of right ankle, subsequent encounter;Rheumatoid bursitis, unspecified site;;False;32265;3;2
Toxic effect of venom of other snake, accidental (unintentional), initial encounter;Contusion of left ring finger without damage to nail, initial encounter;2024-06-04T00:00:00.0000000+02:00;False;75797;2;2
Maternal care for unspecified congenital malformation of uterus, unspecified trimester;Nondisplaced unspecified fracture of right lesser toe(s), initial encounter for closed fracture;;True;23140;0;0
Granulation of postmastoidectomy cavity;Thromboembolism in pregnancy, second trimester;2024-08-03T00:00:00.0000000+02:00;True;65777;1;1
Unspecified car occupant injured in collision with van in nontraffic accident, subsequent encounter;Osteonecrosis in diseases classified elsewhere, unspecified forearm;;False;71411;2;2
Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium;Occupant of animal-drawn vehicle injured in collision with other animal-drawn vehicle;;False;60168;1;1
Chronic migraine without aura;Burn of first degree of right foot, sequela;2023-09-11T00:00:00.0000000+02:00;False;71942;4;2
Unspecified Eustachian salpingitis, right ear;Nondisplaced comminuted fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC;;False;20783;0;0
Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Encounter for fitting and adjustment of unspecified right artificial leg;;True;35221;3;0
Pinguecula, bilateral;Cerebral infarction due to thrombosis of left middle cerebral artery;;False;51959;3;4
Unspecified open wound of unspecified wrist, initial encounter;Obstruction due to foreign body accidentally left in body following endoscopic examination, sequela;;True;69543;3;0
Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter;Rheumatic fever with heart involvement;2024-09-06T00:00:00.0000000+02:00;True;63303;3;4
Congenital rubella syndrome;Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for closed fracture with delayed healing;;False;52678;3;0
Mycetoma;Displaced fracture of unspecified radial styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;False;9911;3;2
Other subluxation of left foot, sequela;Frostbite with tissue necrosis of left arm, initial encounter;;False;21797;3;1
Pleural plaque with presence of asbestos;Diffuse follicle center lymphoma;2023-03-09T00:00:00.0000000+01:00;False;27089;4;1
Other drug induced dystonia;Other mechanical complication of balloon (counterpulsation) device, subsequent encounter;;True;60370;2;1
Reiter's disease, unspecified hip;Poisoning by unspecified psychotropic drug, intentional self-harm, subsequent encounter;;True;3300;2;0
Bitten by parrot, subsequent encounter;Opioid use, unspecified with opioid-induced psychotic disorder;2024-05-02T00:00:00.0000000+02:00;True;6244;4;0
Toxic effect of methanol, undetermined;Epidural hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter;;True;24688;3;1
Other early congenital syphilis, symptomatic;Major laceration of spleen, sequela;;True;74508;0;3
Poisoning by other hormones and synthetic substitutes, accidental (unintentional), sequela;Unspecified Zone I fracture of sacrum, subsequent encounter for fracture with routine healing;;False;66673;3;4
Egg (Oocyte) donor;Burn of second degree of multiple sites of unspecified lower limb, except ankle and foot, initial encounter;;True;57328;3;1
Other specified diabetes mellitus with circulatory complications;Poisoning by other hormones and synthetic substitutes, accidental (unintentional), sequela;;False;7755;1;4
Mood disorder due to known physiological condition with major depressive-like episode;Pedal cycle passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter;;False;2166;3;1
Displaced comminuted fracture of right patella;Chronic tension-type headache;2024-11-01T00:00:00.0000000+01:00;False;59447;2;0
Nondisplaced oblique fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing;Other low birth weight newborn, 1500-1749 grams;;False;553;2;2
Displaced segmental fracture of shaft of unspecified femur, initial encounter for closed fracture;Unspecified open wound of penis;;True;39883;1;2
Toxic effect of zinc and its compounds, intentional self-harm, subsequent encounter;Unspecified physeal fracture of lower end of radius, unspecified arm;2024-03-08T00:00:00.0000000+01:00;False;83514;4;1
Fall (on) (from) other stairs and steps, subsequent encounter;Burn of third degree of forearm;2023-06-11T00:00:00.0000000+02:00;True;57839;0;4
Fracture of body of sternum, sequela;Displaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with routine healing;;True;83141;0;3
Pedestrian with other conveyance injured in collision with pedal cycle in traffic accident, sequela;Person with feared health complaint in whom no diagnosis is made;;False;60907;4;3
Displaced fracture of shaft of left clavicle;Other infection carrier state complicating the puerperium;;False;8995;1;4
Blister (nonthermal) of right hand;3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing;2024-04-04T00:00:00.0000000+02:00;True;40921;3;0
Nondisplaced fracture of distal phalanx of left little finger, sequela;Poisoning by anticholinesterase agents, intentional self-harm, initial encounter;2023-01-10T00:00:00.0000000+01:00;False;21303;0;1
Maternal care for unstable lie, fetus 3;Nondisplaced fracture of shaft of first metacarpal bone, left hand, subsequent encounter for fracture with routine healing;;False;19680;1;3
Embolism due to other internal prosthetic devices, implants and grafts, subsequent encounter;Injury of unspecified nerve at forearm level, left arm, initial encounter;2023-03-12T00:00:00.0000000+01:00;True;28468;3;3
Type 1 fracture of sacrum, subsequent encounter for fracture with delayed healing;Term delivery with preterm labor, second trimester;;True;75236;0;0
Toxic effect of chlorine gas, undetermined, initial encounter;Displaced osteochondral fracture of left patella, initial encounter for open fracture type I or II;2023-06-09T00:00:00.0000000+02:00;True;58560;2;4
Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture;War operations involving explosion of depth-charge, civilian, subsequent encounter;;True;17343;2;1
Corrosion of second degree of left scapular region, subsequent encounter;Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, sequela;2023-07-09T00:00:00.0000000+02:00;False;16140;4;0
Toxic effect of rattlesnake venom, undetermined, subsequent encounter;Lupus erythematosus;2023-11-10T00:00:00.0000000+01:00;True;53861;4;3
Striking against diving board, subsequent encounter;Laceration with foreign body of unspecified part of head, subsequent encounter;2024-12-04T00:00:00.0000000+01:00;False;765;0;1
Tributary (branch) retinal vein occlusion, right eye, with retinal neovascularization;Laceration without foreign body of nose, subsequent encounter;;True;27677;4;2
Displaced fracture of medial condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC;Unspecified nonpowered-aircraft accident injuring occupant, subsequent encounter;;True;60988;3;1
Toxic effect of ingested mushrooms, accidental (unintentional);Psychological abuse complicating pregnancy, unspecified trimester;2024-02-07T00:00:00.0000000+01:00;False;79978;1;0
Unspecified open wound, right foot, sequela;Underdosing of predominantly beta-adrenoreceptor agonists;2024-07-03T00:00:00.0000000+02:00;False;39695;2;3
Typhus fever due to Rickettsia typhi;Complete traumatic transphalangeal amputation of right little finger;2024-10-08T00:00:00.0000000+02:00;True;28552;0;2
Halitosis;Displaced osteochondral fracture of unspecified patella, subsequent encounter for closed fracture with delayed healing;;True;45556;2;1
Laceration of right quadriceps muscle, fascia and tendon, subsequent encounter;Impingement syndrome of unspecified shoulder;2023-03-11T00:00:00.0000000+01:00;True;76302;0;0
Burn of left ear drum;Unspecified viral hepatitis C with hepatic coma;;True;72051;1;3
Car driver injured in collision with pedal cycle in nontraffic accident, initial encounter;Fracture of unspecified phalanx of left little finger, sequela;;True;55445;1;4
Hemorrhagic detachment of retinal pigment epithelium, unspecified eye;Unspecified occupant of dune buggy injured in nontraffic accident, sequela;;True;20366;0;1
Smith's fracture of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC;Maternal care for (suspected) damage to fetus from alcohol, fetus 4;;True;28087;3;1
Laceration without foreign body of thigh;Bent bone of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;;False;27143;2;4
Poisoning by aminoglycosides, undetermined, subsequent encounter;Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing;2024-06-01T00:00:00.0000000+02:00;False;26738;2;4
Atherosclerosis of autologous vein bypass graft(s) of other extremity with ulceration;Other hypertrophic osteoarthropathy, lower leg;2023-01-12T00:00:00.0000000+01:00;False;36085;0;3
War operations involving fragments from munitions;Epidural hemorrhage;2023-03-11T00:00:00.0000000+01:00;True;49201;3;0
Myeloid sarcoma;Post-traumatic urethral stricture, female;;True;64260;2;1
Other specified disorders of Eustachian tube, unspecified ear;Burn of unspecified degree of left forearm, sequela;2024-05-02T00:00:00.0000000+02:00;False;75767;2;1
Pathological fracture, right foot, subsequent encounter for fracture with nonunion;Other fracture of occiput, right side;;True;69958;2;4
Displaced fracture of neck of second metacarpal bone, right hand, subsequent encounter for fracture with nonunion;Person injured in unspecified motor-vehicle accident, nontraffic;2024-03-01T00:00:00.0000000+01:00;True;18981;2;3
Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture;Pathological fracture in neoplastic disease, right foot, subsequent encounter for fracture with nonunion;;True;60050;3;0
Pressure ulcer of other site, stage 3;Other injury of intrinsic muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter;;True;31177;4;4
Laceration without foreign body of oral cavity, sequela;Abnormal retinal correspondence;2023-09-12T00:00:00.0000000+02:00;True;76874;2;1
Obturator subluxation of unspecified hip, subsequent encounter;Toxic effect of contact with sea anemone, intentional self-harm, initial encounter;;True;14938;4;4
Derangement of anterior horn of medial meniscus due to old tear or injury, unspecified knee;Benign paroxysmal vertigo, unspecified ear;;True;40629;0;4
Fracture of unspecified part of neck of left femur;Salter-Harris Type IV physeal fracture of phalanx of unspecified toe, subsequent encounter for fracture with nonunion;;False;7366;0;1
Other fracture of left patella, subsequent encounter for closed fracture with routine healing;Unspecified maternal infectious and parasitic disease complicating pregnancy;;False;12302;2;3
Benign neoplasm of pituitary gland;Superior glenoid labrum lesion of left shoulder;;True;59714;2;1
Single-family non-institutional (private) house as the place of occurrence of the external cause;Retinal telangiectasis, unspecified eye;;False;13776;0;2
Displaced fracture of hook process of hamate [unciform] bone, unspecified wrist, initial encounter for open fracture;Other complication of continent stoma of urinary tract;;True;20858;1;2
Injury of unspecified nerve at hip and thigh level, unspecified leg;Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion;;True;40250;2;3
Other mechanical complication of insulin pump, subsequent encounter;Other specified injury of other specified muscles and tendons at ankle and foot level;2024-02-07T00:00:00.0000000+01:00;True;29405;2;0
Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional), initial encounter;Other sprain of right elbow, subsequent encounter;;False;65737;1;1
Moderate laceration of heart with hemopericardium;Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye;2024-04-05T00:00:00.0000000+02:00;True;85297;2;1
Displaced transverse fracture of shaft of humerus, right arm, initial encounter for closed fracture;Other specified pregnancy related conditions, third trimester;2024-10-08T00:00:00.0000000+02:00;True;84933;3;2
Malignant neoplasm of overlapping sites of floor of mouth;Open bite of right little finger without damage to nail, subsequent encounter;;True;86310;2;2
Benign prostatic hyperplasia without lower urinary tract symptoms;Underdosing of other viral vaccines, subsequent encounter;;True;44251;0;0
Diabetes mellitus due to underlying condition with diabetic polyneuropathy;Malignant neoplasm of bone and articular cartilage, unspecified;;False;67902;0;3
Fracture of third thoracic vertebra;Personal history of dysplasia of the female genital tract;2024-01-04T00:00:00.0000000+01:00;False;33500;2;3
Lead-induced gout, left elbow;Fracture of sixth cervical vertebra;2024-05-08T00:00:00.0000000+02:00;False;9649;3;1
Other spontaneous disruption of medial collateral ligament of knee;Fracture of coronoid process of mandible;;False;54488;0;2
Maternal care for known or suspected placental insufficiency, third trimester, fetus 5;Other sprain of right thumb, subsequent encounter;;False;15638;2;1
Nondisplaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with malunion;Neonatal infective mastitis;2024-08-03T00:00:00.0000000+02:00;True;37931;3;0
Hallucinogen use, unspecified with other specified hallucinogen-induced disorder;Nondisplaced fracture of acromial process, left shoulder;;True;77877;2;0
Complete traumatic amputation of midfoot;Laceration without foreign body of right buttock, sequela;;True;22938;3;3
Posterior dislocation of left ulnohumeral joint, initial encounter;Displaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture;;True;21784;0;3
Rheumatoid bursitis;Unspecified sprain of left great toe, initial encounter;;False;16169;4;0
Toxic effect of venom of other Australian snake, assault, sequela;Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg;;True;19553;4;3
Dysarthria and anarthria;Bitten by pig, subsequent encounter;2024-05-07T00:00:00.0000000+02:00;True;42427;2;0
Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with routine healing;Contusion of right shoulder, initial encounter;2024-04-04T00:00:00.0000000+02:00;False;38726;1;4
Congenital myopathies;Rebound abdominal tenderness, unspecified site;2024-07-04T00:00:00.0000000+02:00;True;6683;0;4
Minor laceration of femoral artery, unspecified leg, subsequent encounter;Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;False;9388;1;4
Complex tear of medial meniscus, current injury, right knee, sequela;Sepsis of newborn due to other streptococci;2024-01-07T00:00:00.0000000+01:00;True;21070;3;1
Rheumatoid myopathy with rheumatoid arthritis of unspecified hand;Postprocedural hypoparathyroidism;;True;36165;3;3
ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, subsequent encounter;Enteropathic arthropathies, knee;;True;32755;3;0
Displaced Maisonneuve's fracture of left leg, initial encounter for open fracture type IIIA, IIIB, or IIIC;Corrosion of first degree of multiple sites of left lower limb, except ankle and foot;2024-03-08T00:00:00.0000000+01:00;False;30448;2;4
Laceration of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level;Open bite of thumb without damage to nail;2024-10-04T00:00:00.0000000+02:00;False;51385;2;3
Other specified injury of plantar artery of right foot, initial encounter;Pain due to nervous system prosthetic devices, implants and grafts, sequela;;True;34023;1;3
Adverse effect of angiotensin-converting-enzyme inhibitors, initial encounter;Encounter for attention to other artificial openings of digestive tract;;True;53589;4;1
Presence of endocrine implants;Insect bite (nonvenomous) of thumb;;False;44550;2;3
Malar fracture, right side, initial encounter for closed fracture;Other fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion;;False;71420;0;3
Exposure to X-rays, sequela;Burn of third degree of unspecified forearm;;True;76787;1;1
Pathological fracture in other disease, unspecified ankle, initial encounter for fracture;Adverse effect of unspecified primarily systemic and hematological agent, subsequent encounter;;True;10921;2;1
Poisoning by oral contraceptives, intentional self-harm, sequela;Displaced fracture of coracoid process, left shoulder, subsequent encounter for fracture with malunion;2024-10-07T00:00:00.0000000+02:00;True;20009;3;1
Abscess of tendon sheath, right upper arm;Laceration without foreign body of unspecified part of head, initial encounter;2024-10-06T00:00:00.0000000+02:00;True;30397;1;2
Puncture wound with foreign body of thyroid gland, initial encounter;Sepsis due to Escherichia coli [E. coli];;False;45885;2;4
Other bursitis of elbow, right elbow;Puncture wound with foreign body of right great toe with damage to nail;2024-06-04T00:00:00.0000000+02:00;False;15259;0;2
Person boarding or alighting a motorcycle injured in noncollision transport accident, sequela;Essential fatty acid [EFA] deficiency;;True;27159;3;4
Congenital megaureter;Poisoning by ophthalmological drugs and preparations, undetermined;2023-12-12T00:00:00.0000000+01:00;True;45365;2;4
Other fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with delayed healing;Psychophysical visual disturbances;2024-04-08T00:00:00.0000000+02:00;True;5022;3;3
Contact with nonpowered hand tool;Adherent leukoma;;False;15540;0;1
Displaced transverse fracture of shaft of unspecified radius, subsequent encounter for closed fracture with routine healing;Person boarding or alighting a three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, sequela;;True;73580;0;2
Laceration of unspecified muscles, fascia and tendons at forearm level, left arm, sequela;Toxic effect of organophosphate and carbamate insecticides, accidental (unintentional);;True;28436;1;0
Posterior arch fracture of first cervical vertebra;Unspecified pedal cyclist injured in collision with railway train or railway vehicle in traffic accident;;True;51019;3;0
Activities involving caregiving;Strain of unspecified muscle and tendon at ankle and foot level, right foot, sequela;2023-03-10T00:00:00.0000000+01:00;True;51301;3;4
Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm;Other injury of extensor muscle, fascia and tendon of right ring finger at wrist and hand level;;True;39112;3;0
Burn of first degree of multiple sites of right wrist and hand, subsequent encounter;Complete traumatic metacarpophalangeal amputation of left middle finger, sequela;;True;1852;3;2
Underdosing of caffeine, subsequent encounter;Vaginitis, vulvitis and vulvovaginitis in diseases classified elsewhere;;True;39104;2;3
Other reduction defects of left lower limb;Person on outside of heavy transport vehicle injured in noncollision transport accident in traffic accident, initial encounter;;True;67061;0;3
Other specified complication of internal prosthetic devices, implants and grafts, not elsewhere classified;Rolando's fracture;;True;35296;3;3
Laceration of extensor muscle, fascia and tendon of left ring finger at wrist and hand level;Corrosion of first degree of left ear [any part, except ear drum];2023-01-11T00:00:00.0000000+01:00;False;11340;0;4
Other cyst of bone, right ankle and foot;Supervision of elderly multigravida, unspecified trimester;;False;19625;0;2
Toxic effect of ingested berries, assault;Poisoning by androgens and anabolic congeners, assault;2024-01-08T00:00:00.0000000+01:00;False;25616;1;2
Injury of unspecified nerve at hip and thigh level, right leg, subsequent encounter;Disorder of ligament, ankle and foot;;False;59163;3;3
Unspecified foreign body in trachea;Legal intervention involving injury by rifle pellet, bystander injured, sequela;2024-07-07T00:00:00.0000000+02:00;False;30489;1;3
Displaced fracture of coronoid process of right ulna;Nondisplaced fracture of pisiform, left wrist, initial encounter for closed fracture;;True;20740;3;2
Other injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm, sequela;Essential fatty acid [EFA] deficiency;;True;18981;4;1
Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement;Unspecified open wound of left back wall of thorax with penetration into thoracic cavity, subsequent encounter;2024-02-04T00:00:00.0000000+01:00;False;27683;4;3
Lead-induced chronic gout, left ankle and foot, without tophus (tophi);Sprain of the superior tibiofibular joint and ligament, unspecified knee, sequela;;True;75900;3;3
Malignant neoplasm of overlapping sites of floor of mouth;Toxic effect of venom of other African and Asian snake, undetermined, initial encounter;;False;51587;2;0
Unspecified fracture of right wrist and hand, subsequent encounter for fracture with delayed healing;Unspecified traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture;;False;68446;1;3
Major contusion of unspecified kidney;Accidental puncture and laceration of the ear and mastoid process during a procedure on the ear and mastoid process;;False;3317;1;2
Other disorders of cartilage;Puncture wound without foreign body, unspecified thigh, initial encounter;2024-03-03T00:00:00.0000000+01:00;True;14998;0;4
Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, right leg;Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion;2024-07-08T00:00:00.0000000+02:00;False;64602;0;3
Burn of unspecified degree of right toe(s) (nail), sequela;Complete traumatic transphalangeal amputation of right little finger, subsequent encounter;2024-09-01T00:00:00.0000000+02:00;True;63241;1;0
Displaced unspecified fracture of right great toe;Newborn affected by other maternal complications of pregnancy;;True;60078;4;3
Perforation due to foreign body accidentally left in body following procedure;Superficial frostbite of left knee and lower leg, sequela;;False;19017;4;1
Frostbite with tissue necrosis of left foot, initial encounter;Unspecified open wound of other specified part of neck, subsequent encounter;;True;62286;1;4
Car passenger injured in collision with sport utility vehicle in nontraffic accident, sequela;Displaced fracture of body of scapula, right shoulder, initial encounter for closed fracture;2024-02-05T00:00:00.0000000+01:00;True;80001;0;1
Chronic angle-closure glaucoma, bilateral, indeterminate stage;Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter;;False;57850;0;3
Cytomegaloviral disease, unspecified;Malignant neoplasm of specified parts of peritoneum;2024-05-01T00:00:00.0000000+02:00;True;20131;0;3
Dacryoadenitis;Fall due to collision between other powered watercraft and other watercraft or other object;;False;47521;0;4
Puncture wound without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter;Unspecified injury of unspecified middle and inner ear;2023-07-11T00:00:00.0000000+02:00;True;65968;2;3
Complete lesion at T1 level of thoracic spinal cord;Non-pressure chronic ulcer of back with fat layer exposed;2024-11-03T00:00:00.0000000+01:00;True;45347;2;2
Torus fracture of lower end of right femur;Other congenital malformations of skin;;False;43741;4;0
Subinvolution of uterus;Strain of extensor muscle, fascia and tendon of right thumb at wrist and hand level;;False;39814;3;4
Drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy;Other osteoporosis with current pathological fracture, unspecified ankle and foot, sequela;;False;28901;1;0
Unspecified sprain of right great toe, sequela;Coma scale, best verbal response, oriented, at hospital admission;;False;16290;1;2
Other snowboard accident, initial encounter;Other mechanical complication of esophageal anti-reflux device, initial encounter;2023-09-09T00:00:00.0000000+02:00;True;41999;3;0
Pathological fracture, right shoulder, sequela;Pressure ulcer of left ankle, stage 1;;False;83945;4;0
Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle, sequela;Colles' fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;2023-09-10T00:00:00.0000000+02:00;True;70572;3;3
Unspecified injury of extensor or abductor muscles, fascia and tendons of unspecified thumb at forearm level, sequela;Unspecified injury of extensor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela;;True;28296;4;3
Retracted nipple associated with lactation;Person boarding or alighting a car injured in collision with other nonmotor vehicle, sequela;2024-02-03T00:00:00.0000000+01:00;False;3164;4;3
Toxic effect of dichloromethane, accidental (unintentional), initial encounter;Pathological fracture in neoplastic disease, left ankle, subsequent encounter for fracture with routine healing;2024-04-03T00:00:00.0000000+02:00;False;85998;1;4
Unspecified dislocation of unspecified ulnohumeral joint, subsequent encounter;Other specific joint derangements of right foot, not elsewhere classified;2024-11-05T00:00:00.0000000+01:00;True;10138;3;3
Injury of deep peroneal nerve at ankle and foot level, unspecified leg, initial encounter;Other complications of foreign body accidentally left in body following kidney dialysis, initial encounter;;True;70548;4;1
Open restoration margins of tooth;Corrosion of first degree of unspecified ankle, sequela;;False;73435;1;3
Toxic effect of cyanides;Unspecified superficial injury of right ring finger, initial encounter;;True;21537;2;4
Chronic laryngitis;Other specified injury of ulnar artery at wrist and hand level of unspecified arm, initial encounter;;False;26619;2;0
Laceration without foreign body of unspecified external genital organs, male, initial encounter;Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing;2023-05-10T00:00:00.0000000+02:00;False;1649;4;2
Other dislocation of right radial head, initial encounter;Puncture wound without foreign body of abdominal wall, right lower quadrant with penetration into peritoneal cavity, subsequent encounter;;True;50693;3;0
Nonspecific reactive hepatitis;Benign carcinoid tumor of the jejunum;;False;2614;3;1
Listeriosis;Contact with nonvenomous toads, sequela;;True;47104;4;0
Other atherosclerosis of other type of bypass graft(s) of the extremities, unspecified extremity;Salter-Harris Type III physeal fracture of lower end of left femur, subsequent encounter for fracture with delayed healing;2024-09-04T00:00:00.0000000+02:00;False;20670;1;0
Mast cell leukemia, in relapse;Transitory hyperammonemia of newborn;;True;49062;1;2
Poisoning by digestants, accidental (unintentional), initial encounter;Inguinal hernia;;False;53893;2;1
Unspecified disorder of breast associated with pregnancy and the puerperium;Other hypertrophic cardiomyopathy;2024-01-02T00:00:00.0000000+01:00;True;38544;4;1
Salter-Harris Type IV physeal fracture of lower end of humerus, left arm;Other specified disorders of middle ear and mastoid in diseases classified elsewhere, unspecified ear;;True;82837;1;1
Disorder of ligament, right foot;Macular keratitis, bilateral;2023-11-10T00:00:00.0000000+01:00;True;70009;2;0
Dislocation of unspecified interphalangeal joint of left index finger, initial encounter;Military operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, civilian, sequela;;True;49084;1;1
Infective myositis, unspecified ankle;Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter;;True;4102;1;2
Open bite, left knee;Nondisplaced osteochondral fracture of unspecified patella;;True;2806;0;0
Felty's syndrome, unspecified site;Acute cholecystitis;2024-10-01T00:00:00.0000000+02:00;True;65972;3;4
Myositis ossificans traumatica, left thigh;Nondisplaced fracture of proximal phalanx of left lesser toe(s), sequela;;False;68455;0;4
Traumatic rupture of volar plate of left middle finger at metacarpophalangeal and interphalangeal joint, initial encounter;Corrosion of unspecified degree of unspecified single finger (nail) except thumb, initial encounter;;False;67909;2;4
Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident;Unspecified superficial injury of left index finger, initial encounter;;False;45859;2;2
Traumatic rupture of other ligament of right index finger at metacarpophalangeal and interphalangeal joint, initial encounter;Other specified injury of dorsal vein of unspecified foot, initial encounter;2023-08-10T00:00:00.0000000+02:00;False;46889;3;4
Insect bite (nonvenomous) of penis, initial encounter;Contact with lifting and transmission devices, not elsewhere classified;;True;32484;3;1
Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion;Other superficial bite of right wrist, subsequent encounter;2023-05-09T00:00:00.0000000+02:00;False;441;4;2
Fracture of condylar process of right mandible, subsequent encounter for fracture with routine healing;Displaced fracture of olecranon process with intraarticular extension of left ulna, subsequent encounter for closed fracture with delayed healing;;True;41200;2;3
Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with nonunion;Corneal deposits in metabolic disorders, unspecified eye;;True;55674;1;4
Malignant neoplasm of orbit;Pedal cycle driver injured in collision with other and unspecified motor vehicles in nontraffic accident;;False;77360;3;1
Drug-induced chronic gout, left wrist, without tophus (tophi);Unspecified injury of posterior tibial artery, left leg, subsequent encounter;2024-06-02T00:00:00.0000000+02:00;False;40791;1;1
Pedal cycle passenger injured in collision with other pedal cycle in nontraffic accident, subsequent encounter;Other paralytic syndrome following other nontraumatic intracranial hemorrhage, bilateral;;True;9133;2;3
Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type I or II with routine healing;Fracture of coronoid process of left mandible, initial encounter for closed fracture;2024-02-04T00:00:00.0000000+01:00;False;12007;3;1
Sickle-cell thalassemia with acute chest syndrome;Toxic effect of carbon monoxide from motor vehicle exhaust;2024-05-05T00:00:00.0000000+02:00;False;19698;2;0
