title;description;deadline;completed;duration;importance;hatelevel
Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium;Contusion of unspecified external genital organ, male, subsequent encounter;;False;66558;1;4
Open angle with borderline findings, high risk, right eye;Inhalant abuse with inhalant-induced mood disorder;;False;37125;1;5
Open bite of abdominal wall, right lower quadrant with penetration into peritoneal cavity, initial encounter;Pathological fracture, unspecified ankle, subsequent encounter for fracture with delayed healing;;True;41818;1;3
Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint;Disorders of left acoustic nerve;;True;42347;4;5
Strain of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder;Displaced fracture of trapezoid [smaller multangular], left wrist, initial encounter for closed fracture;;False;79132;1;5
Poisoning by therapeutic gases, assault, subsequent encounter;Nondisplaced fracture of coracoid process, left shoulder, subsequent encounter for fracture with malunion;;False;58664;2;2
Other subluxation of left wrist and hand, subsequent encounter;Dissociative amnesia;;True;84082;2;2
Dislocation of distal interphalangeal joint of unspecified finger, subsequent encounter;Salter-Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with nonunion;;True;19291;2;2
Displaced posterior arch fracture of first cervical vertebra, sequela;Fractured dental restorative material;;False;86102;1;1
Contracture of muscle, hand;Subluxation stenosis of neural canal of pelvic region;;True;63657;2;3
Fracture of unspecified metatarsal bone(s), unspecified foot;Displaced fracture of medial malleolus of unspecified tibia, initial encounter for closed fracture;2024-07-02T00:00:00.0000000+02:00;True;85092;2;1
Ciguatera fish poisoning;Cutaneous abscess, furuncle and carbuncle of limb;2024-07-01T00:00:00.0000000+02:00;False;27437;1;1
Maternal hypotension syndrome, unspecified trimester;Concussion and edema of cervical spinal cord, initial encounter;;False;53517;2;3
Minor contusion of left kidney, sequela;Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion;2024-02-02T00:00:00.0000000+01:00;False;46763;5;5
Struck by falling object on merchant ship, initial encounter;Laceration without foreign body, right ankle, subsequent encounter;2023-08-10T00:00:00.0000000+02:00;True;65876;5;4
Poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified;Salter-Harris Type I physeal fracture of phalanx of toe;2023-03-12T00:00:00.0000000+01:00;True;21602;5;2
Drowning and submersion due to (nonpowered) inflatable craft sinking, subsequent encounter;Sprain of metacarpophalangeal joint of unspecified finger, subsequent encounter;2024-03-03T00:00:00.0000000+01:00;False;4920;2;5
Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter;Medial subluxation of unspecified ulnohumeral joint, sequela;;True;68588;4;3
Stannosis;Toxic effect of smoke;;True;32633;3;3
Nondisplaced fracture of body of hamate [unciform] bone, right wrist, subsequent encounter for fracture with nonunion;Poisoning by, adverse effect of and underdosing of other vaccines and biological substances;2024-12-03T00:00:00.0000000+01:00;True;76226;1;1
Alcohol dependence with alcohol-induced persisting amnestic disorder;Contact with hot stove (kitchen), subsequent encounter;2023-12-09T00:00:00.0000000+01:00;False;22994;1;4
Acute actinic otitis externa, right ear;Nondisplaced oblique fracture of shaft of unspecified femur, sequela;2023-05-11T00:00:00.0000000+02:00;True;72655;4;4
Wear of articular bearing surface of internal prosthetic right hip joint, subsequent encounter;Burn of esophagus, initial encounter;;False;69082;5;1
Maternal care for (suspected) damage to fetus from alcohol, fetus 5;Alcoholic gastritis with bleeding;;True;55643;2;3
Other superficial bite, unspecified lower leg;Adverse effect of antidiarrheal drugs;;False;45704;4;1
Fracture of mandible of other specified site, initial encounter for open fracture;Pathological fracture, right hand, subsequent encounter for fracture with nonunion;;True;56050;5;2
Foreign body in cornea, right eye;Other fracture of upper and lower end of unspecified fibula, initial encounter for closed fracture;2023-07-11T00:00:00.0000000+02:00;True;3236;4;5
Other specified fracture of unspecified acetabulum, initial encounter for closed fracture;Other injury of diaphragm, sequela;;True;35991;2;3
Puncture wound with foreign body of left cheek and temporomandibular area, subsequent encounter;Central subluxation of left hip, sequela;2023-04-10T00:00:00.0000000+02:00;True;36465;1;2
Medial dislocation of left ulnohumeral joint, sequela;Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with routine healing;;True;75582;2;2
Colles' fracture of left radius, initial encounter for closed fracture;Corrosion of unspecified degree of unspecified multiple fingers (nail), including thumb;;True;31343;5;1
Breakdown (mechanical) of infusion catheter, initial encounter;Laceration without foreign body of finger with damage to nail;2023-04-11T00:00:00.0000000+02:00;True;82993;4;1
Other spacecraft accident injuring occupant, subsequent encounter;Traumatic rupture of left radial collateral ligament, subsequent encounter;2023-03-12T00:00:00.0000000+01:00;True;48805;1;4
Nondisplaced Zone III fracture of sacrum, subsequent encounter for fracture with delayed healing;Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II;;False;42522;4;2
Bent bone of right ulna, subsequent encounter for open fracture type I or II with routine healing;Nondisplaced segmental fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC;;False;18236;4;1
ABO incompatibility with hemolytic transfusion reaction, unspecified, sequela;Fall (on) (from) unspecified stairs and steps, initial encounter;2023-03-09T00:00:00.0000000+01:00;False;14057;4;4
Stress fracture, unspecified foot, subsequent encounter for fracture with nonunion;Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela;;False;77020;1;4
Disruption of family by separation and divorce;Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm;2024-10-07T00:00:00.0000000+02:00;True;82766;1;1
Crushing injury of vulva;Monoplegia of lower limb;;True;48805;2;4
Acute meningococcemia;Other superficial bite of unspecified external genital organs, male, sequela;;True;6495;5;1
Other chronic hematogenous osteomyelitis, other site;Laceration of other blood vessels at lower leg level, right leg;2024-06-06T00:00:00.0000000+02:00;True;20170;1;4
Major laceration of thoracic aorta, sequela;Nondisplaced fracture of neck of third metacarpal bone, right hand, subsequent encounter for fracture with nonunion;2024-03-02T00:00:00.0000000+01:00;True;77514;3;3
Salter-Harris Type III physeal fracture of phalanx of left toe, subsequent encounter for fracture with delayed healing;Unspecified injury of right middle and inner ear, sequela;2023-06-09T00:00:00.0000000+02:00;False;60810;2;3
Displaced fracture of coronoid process of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;Corrosions involving 50-59% of body surface with 20-29% third degree corrosion;;False;55785;4;1
Displaced longitudinal fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;Laceration without foreign body, left hip, sequela;;False;4809;1;1
Other specified mononeuropathies of right upper limb;Corrosion of second degree of unspecified thigh;;True;43191;5;4
Glaucoma secondary to eye inflammation, left eye, stage unspecified;Burn of second degree of male genital region, subsequent encounter;;False;27509;5;1
Other specified bacterial intestinal infections;Fall from scooter (nonmotorized), initial encounter;;False;11952;1;3
Other injuries of right eye and orbit, sequela;Drowning and submersion due to fishing boat overturning, subsequent encounter;;False;47278;3;3
Poisoning by emollients, demulcents and protectants, intentional self-harm, sequela;Hordeolum and chalazion;2024-08-01T00:00:00.0000000+02:00;False;14487;4;3
Sex counseling, unspecified;Stepfather, perpetrator of maltreatment and neglect;2024-12-05T00:00:00.0000000+01:00;True;28116;3;1
Posterior subcapsular polar infantile and juvenile cataract, right eye;Terrorism involving explosion of marine weapons, terrorist injured, subsequent encounter;;True;68650;4;3
Mental health provider, perpetrator of maltreatment and neglect;Laceration without foreign body of abdominal wall, right upper quadrant without penetration into peritoneal cavity, initial encounter;;True;77493;3;4
Poisoning by angiotensin-converting-enzyme inhibitors, accidental (unintentional), initial encounter;Displaced oblique fracture of shaft of left femur, subsequent encounter for closed fracture with malunion;;True;38207;4;2
Secondary carcinoid tumors of other sites;Colles' fracture of left radius, subsequent encounter for open fracture type I or II with malunion;;False;3231;2;3
Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident;Breakdown (mechanical) of internal fixation device of bone of left forearm;;True;45851;4;3
Dislocation of distal interphalangeal joint of unspecified thumb, sequela;Nonfamilial hypogammaglobulinemia;2024-02-03T00:00:00.0000000+01:00;False;31850;4;2
Other injury of extensor muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter;Toxic effect of beryllium and its compounds, assault, subsequent encounter;2024-06-02T00:00:00.0000000+02:00;True;81086;1;4
Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter;Maternal care for retroversion of gravid uterus, unspecified trimester;2023-01-10T00:00:00.0000000+01:00;False;41097;3;5
Toxic effect of venom of gila monster, accidental (unintentional), initial encounter;Injury of inferior mesenteric vein;2024-06-07T00:00:00.0000000+02:00;True;67512;1;4
Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with delayed healing;Superficial frostbite of neck, initial encounter;;True;14378;2;1
Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 5;Laceration with foreign body, right ankle, subsequent encounter;2023-02-12T00:00:00.0000000+01:00;True;32629;3;1
Crushing injury of right hip with thigh, sequela;Stable burst fracture of T7-T8 vertebra, initial encounter for open fracture;2024-05-02T00:00:00.0000000+02:00;False;81976;5;5
Chronic sinusitis;Other injury of descending [left] colon, sequela;2023-05-11T00:00:00.0000000+02:00;True;61294;1;1
Other contact with other fish, sequela;Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC;;False;9667;4;5
Atherosclerosis of autologous vein bypass graft(s) of other extremity with ulceration;Other forms of blastomycosis;;False;70549;1;1
Poisoning by antithyroid drugs, assault, initial encounter;Blister (nonthermal) of right middle finger, subsequent encounter;2023-04-12T00:00:00.0000000+02:00;False;1779;4;1
Unspecified astigmatism, unspecified eye;Need for assistance at home and no other household member able to render care;;True;38505;5;2
Retinopathy of prematurity, stage 4, bilateral;Fracture of coronoid process of mandible, unspecified side, sequela;;True;21919;2;2
Sprain of chondrosternal joint, sequela;Cocaine use, unspecified with intoxication, unspecified;;False;6040;3;5
Rupture of synovium, right shoulder;Pressure ulcer of right heel, stage 2;;False;36880;4;5
Underdosing of unspecified systemic anti-infectives and antiparasitics, subsequent encounter;Other malformation of placenta, unspecified trimester;2024-03-05T00:00:00.0000000+01:00;True;74729;5;1
Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;2024-05-07T00:00:00.0000000+02:00;True;75520;2;3
Nondisplaced comminuted fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Puncture wound without foreign body of left lesser toe(s) with damage to nail, subsequent encounter;;True;13523;2;1
Exposure to radioactive isotopes, subsequent encounter;Displacement of bile duct prosthesis;2024-02-01T00:00:00.0000000+01:00;True;79010;4;4
Intraoperative complications of endocrine system;Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level;2023-11-12T00:00:00.0000000+01:00;False;49321;4;5
Overexertion from strenuous movement or load;Person on outside of special agricultural vehicle injured in nontraffic accident, initial encounter;;True;46959;2;5
Nondisplaced fracture of neck of fifth metacarpal bone, right hand, subsequent encounter for fracture with malunion;Malignant neoplasm of unspecified site of left eye;;False;85939;1;1
Hypertrophy of bone, right ankle and foot;Injury of radial nerve at forearm level, unspecified arm, sequela;;True;81216;1;1
Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of foot;Nondisplaced spiral fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;False;78890;3;2
Unspecified physeal fracture of lower end of ulna, right arm, subsequent encounter for fracture with nonunion;Breakdown (mechanical) of infusion catheter, initial encounter;;True;23119;1;1
Poisoning by succinimides and oxazolidinediones, undetermined;Encounter for surgical aftercare following surgery on the digestive system;;True;76398;4;2
Complete traumatic amputation of left foot, level unspecified, subsequent encounter;Fall on board sailboat, sequela;;True;58499;4;5
Spontaneous rupture of flexor tendons, left forearm;Nondisplaced transcondylar fracture of left humerus, subsequent encounter for fracture with routine healing;2024-10-05T00:00:00.0000000+02:00;False;66834;5;2
Vitreous hemorrhage, unspecified eye;Corrosion of third degree of left ear [any part, except ear drum], initial encounter;;True;9280;1;5
Maternal care for viable fetus in abdominal pregnancy, second trimester, other fetus;Other accident to commercial fixed-wing aircraft injuring occupant;2024-10-08T00:00:00.0000000+02:00;True;74552;2;1
Unspecified injury at C5 level of cervical spinal cord, subsequent encounter;Glaucoma secondary to drugs, right eye;2023-06-12T00:00:00.0000000+02:00;True;76290;3;1
Finding of cocaine in blood;Aneurysmal bone cyst, unspecified hand;2024-11-08T00:00:00.0000000+01:00;True;2723;1;2
Flexion deformity, elbow;Neoplasm of uncertain behavior of brain, unspecified;;False;75369;1;1
Solitary cyst of left breast;Drug or chemical induced diabetes mellitus with skin complications;2024-12-05T00:00:00.0000000+01:00;False;57262;5;5
Other specified perinatal hematological disorders;Unspecified injury of right quadriceps muscle, fascia and tendon, sequela;;False;56336;5;1
Car passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter;Acute paralytic poliomyelitis, unspecified;;True;45891;5;2
Separation of muscle (nontraumatic), forearm;Burkitt lymphoma, spleen;;True;6706;4;5
Scarring of conjunctiva, right eye;Recurrent dislocation, unspecified joint;;True;2065;3;2
Crushed between passenger ship and other watercraft or other object due to collision, initial encounter;Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion;;True;70682;2;4
Varicose veins of left lower extremity with both ulcer of calf and inflammation;Chronic inflammation of postmastoidectomy cavity, unspecified ear;2024-11-08T00:00:00.0000000+01:00;True;41455;3;5
Disorders of muscle in diseases classified elsewhere, shoulder;Laceration without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter;;False;11241;1;3
Elevated cancer antigen 125 [CA 125];Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified;2023-12-11T00:00:00.0000000+01:00;False;23571;3;1
Traumatic rupture of other ligament of right wrist, sequela;Other injury of extensor muscle, fascia and tendon of right little finger at forearm level, sequela;2024-08-07T00:00:00.0000000+02:00;False;56902;4;4
Swimming-pool of mobile home as the place of occurrence of the external cause;Puncture wound with foreign body of elbow;;True;60557;4;3
Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion;Nondisplaced avulsion fracture of left ischium;;False;17087;3;3
Staphylococcal arthritis, right hip;Unequal limb length (acquired), right ulna;2024-09-02T00:00:00.0000000+02:00;False;22788;4;1
Other specified diabetes mellitus with unspecified diabetic retinopathy;Gout due to renal impairment, shoulder;2024-12-04T00:00:00.0000000+01:00;True;84966;2;2
Varicose veins of left lower extremity with both ulcer other part of foot and inflammation;Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris;2023-01-12T00:00:00.0000000+01:00;False;84825;5;4
Toxic effect of rattlesnake venom, assault;Other and unspecified fall on same level;2024-11-02T00:00:00.0000000+01:00;False;65476;2;3
Atherosclerosis of unspecified type of bypass graft(s) of the extremities with intermittent claudication, right leg;Nondisplaced comminuted fracture of shaft of radius, unspecified arm, sequela;;False;64910;3;3
28 weeks gestation of pregnancy;Furuncle of buttock;;True;2846;1;5
Ulnohumeral (joint) sprain of left elbow, sequela;Puncture wound without foreign body of left forearm, sequela;2024-08-06T00:00:00.0000000+02:00;True;75918;5;1
Open bite of pharynx and cervical esophagus;Injury of unspecified nerve at ankle and foot level;;False;34066;4;5
Corrosion of first degree of multiple sites of left lower limb, except ankle and foot, sequela;Hemorrhagic choroidal detachment;;False;13690;4;2
Unspecified fracture of T11-T12 vertebra, initial encounter for closed fracture;Twin liveborn infant, born in hospital;2024-01-08T00:00:00.0000000+01:00;True;81897;3;5
Cataract (lens) fragments in eye following cataract surgery, right eye;Poisoning by glucocorticoids and synthetic analogues, intentional self-harm, subsequent encounter;;True;60834;3;5
Encounter for fertility preservation procedure;Burn due to canoe or kayak on fire, sequela;;True;13070;2;4
Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with nonunion;Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion;;False;70176;3;5
Crushing injury of right hip with thigh, initial encounter;Other streptococcal arthritis, right ankle and foot;;False;85781;4;4
Toxic effect of beryllium and its compounds, intentional self-harm;Strain of extensor muscle, fascia and tendon of left index finger at forearm level, sequela;;False;39555;5;4
Other specified injury of brachial artery, left side, sequela;Pain in right thigh;2023-09-09T00:00:00.0000000+02:00;True;83631;1;4
Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 1;Unspecified occupant of pick-up truck or van injured in collision with pedal cycle in traffic accident, subsequent encounter;;True;12618;3;1
Galeazzi's fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Disorders of muscle in diseases classified elsewhere, left ankle and foot;;True;45294;5;4
Retrolental fibroplasia, left eye;Poisoning by unspecified systemic antibiotic, intentional self-harm, sequela;;False;46608;1;4
Other nondisplaced fracture of base of first metacarpal bone, right hand, subsequent encounter for fracture with routine healing;Central cord syndrome at C3 level of cervical spinal cord, sequela;;False;29177;5;5
Other spondylosis, cervicothoracic region;Bitten by other nonvenomous reptiles, subsequent encounter;;True;21921;3;3
Strain of flexor muscle, fascia and tendon of left little finger at forearm level;Unspecified injury of other blood vessels at hip and thigh level;2024-02-01T00:00:00.0000000+01:00;True;73967;4;3
Disease of spinal cord, unspecified;Bitten by other psittacines, subsequent encounter;2024-07-08T00:00:00.0000000+02:00;False;61309;1;1
Molluscum contagiosum;Corrosion of second degree of left ear [any part, except ear drum], sequela;;False;77116;5;3
Unspecified injury of flexor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter;Opera house as the place of occurrence of the external cause;;True;72136;5;4
False labor;Private driveway to single-family (private) house as the place of occurrence of the external cause;;True;15734;1;2
Salter-Harris Type IV physeal fracture of lower end of right tibia;Hypertrophy of bone, unspecified hand;2023-07-11T00:00:00.0000000+02:00;False;71304;5;5
Monteggia's fracture of unspecified ulna, initial encounter for closed fracture;Salter-Harris Type II physeal fracture of upper end of unspecified fibula, subsequent encounter for fracture with delayed healing;2024-10-04T00:00:00.0000000+02:00;True;75532;1;4
Acute and subacute infective endocarditis;Benign neoplasm of ribs, sternum and clavicle;2024-11-05T00:00:00.0000000+01:00;False;69297;3;2
Unspecified physeal fracture of phalanx of right toe, initial encounter for open fracture;Insect bite (nonvenomous) of unspecified thumb, subsequent encounter;2024-11-08T00:00:00.0000000+01:00;True;74013;4;3
Poisoning by other general anesthetics, intentional self-harm, sequela;Nondisplaced Maisonneuve's fracture of right leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;;False;61011;5;5
Diverticular disease of small intestine without perforation or abscess;Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg;;False;84009;4;5
Acne;Unspecified car occupant injured in collision with unspecified motor vehicles in traffic accident, sequela;;False;32715;5;4
Dislocation of other parts of neck, initial encounter;Displaced fracture of medial phalanx of right index finger, subsequent encounter for fracture with malunion;2024-05-05T00:00:00.0000000+02:00;False;39988;4;3
Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours;Maternal care for (suspected) hereditary disease in fetus, other fetus;;True;5332;4;2
Partial traumatic amputation of female external genital organs, initial encounter;Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture with malunion;;True;72657;5;4
Passenger in heavy transport vehicle injured in collision with unspecified motor vehicles in traffic accident;Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;;False;19556;2;5
Person on outside of pick-up truck or van injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter;Strain of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter;2023-07-09T00:00:00.0000000+02:00;False;69872;1;3
Acquired absence of upper limb, unspecified level;Minor laceration of liver, subsequent encounter;;True;83687;5;3
Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter;Secondary uterine inertia;;False;65032;5;2
Poisoning by, adverse effect of and underdosing of amphetamines;Motorcycle driver injured in noncollision transport accident in nontraffic accident, initial encounter;2024-09-02T00:00:00.0000000+02:00;False;32341;5;3
Median rhomboid glossitis;Displaced trimalleolar fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;True;86076;3;5
Puncture wound without foreign body of left thumb without damage to nail, initial encounter;Person on outside of pick-up truck or van injured in collision with fixed or stationary object in traffic accident, initial encounter;;True;11358;4;2
Follicular lymphoma grade III, unspecified, unspecified site;Sclerosing keratitis;;True;18610;5;5
Displaced spiral fracture of shaft of unspecified femur;Injury of ulnar nerve at upper arm level, unspecified arm;;False;42745;2;5
Traumatic amputation of foot, level unspecified;Fall into storm drain or manhole, subsequent encounter;2024-02-07T00:00:00.0000000+01:00;False;45831;3;4
Leucocoria, left eye;Gastric contents in larynx causing other injury, initial encounter;2024-09-02T00:00:00.0000000+02:00;True;76622;5;4
Celiac disease;Struck by soccer ball, initial encounter;2024-11-08T00:00:00.0000000+01:00;True;60871;3;1
Pedal cycle driver injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter;Other subluxation of unspecified patella, sequela;;False;81182;4;5
Other mechanical complication of implanted electronic stimulator of nervous system;Primary blast injury of left ear, sequela;;True;51341;4;1
Adverse effect of antithrombotic drugs, sequela;Wedge compression fracture of third thoracic vertebra, sequela;;True;82383;5;5
Displaced bimalleolar fracture of unspecified lower leg;Unspecified injury of lesser saphenous vein at lower leg level, right leg;2023-12-10T00:00:00.0000000+01:00;True;18357;4;4
Person on outside of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident, initial encounter;Infection and inflammatory reaction due to internal fixation device of left fibula, initial encounter;;False;60111;3;2
Nondisplaced fracture of posterior wall of left acetabulum, sequela;Other secondary osteonecrosis of unspecified carpus;2024-01-05T00:00:00.0000000+01:00;True;73770;5;2
Displaced transverse fracture of shaft of left radius, sequela;Monoplegia of lower limb affecting left dominant side;2024-12-07T00:00:00.0000000+01:00;True;80746;2;3
Unspecified chronic inflammatory disorders of orbit;Unspecified nondisplaced fracture of first cervical vertebra, subsequent encounter for fracture with routine healing;;False;42308;4;2
Driver of pick-up truck or van injured in collision with railway train or railway vehicle in nontraffic accident, sequela;Unspecified fracture of shaft of humerus, left arm;2024-04-06T00:00:00.0000000+02:00;True;42516;5;4
Laceration with foreign body of left back wall of thorax with penetration into thoracic cavity, initial encounter;Basal cell carcinoma of skin of other part of trunk;;False;28970;1;4
Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, not applicable or unspecified;;True;4732;4;3
Unspecified injury of greater saphenous vein at hip and thigh level, right leg, sequela;Fracture of neck, unspecified, initial encounter;;False;3912;5;4
Toxic effect of halogenated insecticides, assault, initial encounter;Diseases of the circulatory system complicating childbirth;;False;4789;5;5
Malignant neoplasm of cervix uteri, unspecified;Burn involving larynx and trachea with lung, sequela;;False;81528;2;1
Laceration of duodenum, sequela;Conjunctival deposits;;False;81145;2;5
Nondisplaced segmental fracture of shaft of unspecified fibula;Other physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with malunion;2024-10-01T00:00:00.0000000+02:00;True;33305;4;3
Other specified injury of dorsal vein of left foot, subsequent encounter;Maternal care for prolapse of gravid uterus, unspecified trimester;;False;12324;4;5
Fusion with defective stereopsis;Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;2023-07-12T00:00:00.0000000+02:00;False;39026;4;4
Other specified diabetes mellitus with unspecified complications;Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for closed fracture with nonunion;;False;48580;1;5
Displaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with routine healing;Toxic effect of other corrosive organic compounds, intentional self-harm, initial encounter;;False;64868;5;5
Insect bite (nonvenomous) of right shoulder;Adverse effect of intravenous anesthetics, sequela;;True;22899;3;2
Puncture wound with foreign body of unspecified front wall of thorax without penetration into thoracic cavity, initial encounter;Unspecified bus occupant injured in collision with other motor vehicles in traffic accident;2024-11-07T00:00:00.0000000+01:00;True;14527;4;1
Major laceration of left innominate or subclavian artery, subsequent encounter;Breakdown (mechanical) of other ocular prosthetic devices, implants and grafts, subsequent encounter;2023-01-11T00:00:00.0000000+01:00;True;61342;4;2
Other instability, left foot;Person boarding or alighting a car injured in collision with heavy transport vehicle or bus, subsequent encounter;;False;52329;2;5
Passenger in three-wheeled motor vehicle injured in noncollision transport accident in traffic accident, initial encounter;Traumatic rupture of unspecified ligament of left ring finger at metacarpophalangeal and interphalangeal joint;2024-08-02T00:00:00.0000000+02:00;True;66509;1;5
Glycogen storage disease, unspecified;Other sprain of unspecified foot;;False;43114;2;5
Sequelae of complication of pregnancy, childbirth, and the puerperium;Poisoning by oral contraceptives, accidental (unintentional), sequela;;False;36458;2;1
Complete traumatic transphalangeal amputation of right thumb, subsequent encounter;Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion;;True;40959;2;2
Typhoid meningitis;Smith's fracture of right radius, subsequent encounter for open fracture type I or II with delayed healing;;False;62134;3;1
Wear of articular bearing surface of internal prosthetic right hip joint, initial encounter;Nondisplaced fracture of medial phalanx of other finger, initial encounter for closed fracture;;False;14738;3;2
Nondisplaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with malunion;Poisoning by, adverse effect of and underdosing of histamine H2-receptor blockers;2024-07-06T00:00:00.0000000+02:00;False;64751;2;3
Mature T/NK-cell lymphomas, unspecified, lymph nodes of multiple sites;Mucosal cyst of postmastoidectomy cavity, left ear;;False;15341;5;2
Open wound of wrist, hand and fingers;Subluxation and dislocation of T2/T3-T3/T4 thoracic vertebra;;True;3639;3;4
Other fracture of upper end of left tibia, initial encounter for closed fracture;Other nondisplaced fracture of fifth cervical vertebra, initial encounter for open fracture;;True;75935;1;2
Pathological fracture in neoplastic disease, unspecified hand, subsequent encounter for fracture with nonunion;Corrosion of third degree of other site of trunk, initial encounter;;True;66315;5;3
Unspecified open wound of abdominal wall without penetration into peritoneal cavity;Other primary thrombophilia;;True;11869;3;3
Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for closed fracture;Corrosion of unspecified degree of left wrist;;False;41913;1;2
Idiopathic chronic gout, unspecified knee, with tophus (tophi);Exposure to smoke, fire and flames, undetermined intent;;True;27097;1;2
Injury of nerves at lower leg level;Unspecified injury of muscle and tendon of unspecified wall of thorax;2024-03-02T00:00:00.0000000+01:00;True;16838;1;4
Asphyxiation due to mechanical threat to breathing due to other causes, accidental, initial encounter;Other specified injuries left forearm, initial encounter;2024-11-04T00:00:00.0000000+01:00;False;72599;1;2
Person injured while boarding or alighting from special agricultural vehicle;Burn of first degree of left axilla, subsequent encounter;2024-09-05T00:00:00.0000000+02:00;False;21875;4;2
Other specified injury of lesser saphenous vein at lower leg level, right leg, initial encounter;Subluxation of metacarpal (bone), proximal end of right hand, sequela;2023-01-11T00:00:00.0000000+01:00;False;37121;2;5
Other fall from one level to another;Displaced transverse fracture of left patella;;False;73990;1;3
Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with routine healing;Fall from, out of or through bridge;2024-10-07T00:00:00.0000000+02:00;False;63661;3;1
Drug-induced gout, unspecified hip;Complete traumatic amputation of left lower leg, level unspecified;;False;80195;1;5
Adverse effect of iron and its compounds, subsequent encounter;Major laceration of femoral vein at hip and thigh level, left leg, sequela;2024-06-05T00:00:00.0000000+02:00;True;13087;4;4
Unspecified superficial injury of right elbow;Subacute osteomyelitis, multiple sites;;False;22537;1;3
